"2014-08-07 19:49:15","Hash  for file ./app/model/reconciliation/get_sorter_accounting_data_currencies_by_rec_id.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/reconciliation/get_reconciled_deposit_by_rec_id.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/reconciliation/get_sorter_accounting_data_denoms_by_rec_id.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/directories.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/remove_special_symbols.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/dj.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/get_short_instr_iof_by_user_id.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/get_short_iof_by_user_id.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/report/index.php was added!"
"2014-08-07 19:49:15","Hash  for file ./app/model/report/get_value_from_report_saves.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/report/add_xml_file_to_reportset.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/report/get_report_signers.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_denom_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/index.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/supervisor_signer_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_deposit_index_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_valuable_type_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_scenario_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_sorter_type_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_system_globals_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_grade_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_sorter_index_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_currency_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_valuable_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/record/admin_sorter_record.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/check_auth.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/get_password_expired_date.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/index.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/set_log_attempts.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/users.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/get_user_config.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/less_then_three_days.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/auth/block_user_id.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/int2str.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/check_access_to_roles.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/system_log.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/english_events.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/check_table_exist.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/menu.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/reconciled_deposits_by_user.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/user_ips.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/users_inspector.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/scenarios.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/sorters.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/sorter_accounting_data_by_id.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/deffered_reconciliations_by_user.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/unreconciled_deposits.php was added!"
"2014-08-07 19:49:14","Hash  for file ./app/model/table/new_category_names.php was added!"
